,CityState,University,Uni CityState,Distance,Closest,City,City Lat,City Lng,Distance_Text,State,Time,Time_Text,Uni Lat,Uni Lng,Population,White Population,Black Population,Native American Population,Asian Population,Hispanic Population,Education None,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Poverty,Employment Labor Force,Employment Unemployed,Employment Male Computer Engineering,Employment Female Computer Engineering,Median Age,Median Male Age,Median Female Age,Household Income,Income Per Capita,Median Gross Rent,Median Home Value,Impressions,CPC,CTR,Cost
16907,"MILLBROOK, AL",GTECH,"ATLANTA, GA",144.900371205903,1,MILLBROOK,32.481879,-86.366311,174 mi,AL,9485.0,2 hours 38 mins,33.7756178,-84.396285,15917.0,11093.0,4275.0,8.0,166.0,612.0,34.0,2936.0,509.0,1099.0,1463.0,736.0,122.0,37.0,3269.0,7675.0,374.0,306.0,82.0,34.0,31.5,35.1,55798.0,23153.0,830.0,133400.0,0.46,8.42,0.044,0.17
16917,"MILLEDGEVILLE, GA",GTECH,"ATLANTA, GA",83.398284308573,1,MILLEDGEVILLE,33.061953,-83.2308765,106 mi,GA,7233.0,2 hours 1 min,33.7756178,-84.396285,44412.0,23825.0,18777.0,111.0,700.0,991.0,432.0,8599.0,1715.0,1824.0,2455.0,1653.0,347.0,395.0,12893.0,17622.0,1526.0,571.0,108.0,50.8,51.35,44.25,32655.0,15028.5,674.0,106900.0,2.96,14.16,0.035,1.45
16921,"MILLEN, GA",GTECH,"SAVANNAH, GA",71.43220104777,1,MILLEN,32.799793,-81.983529,91.0 mi,GA,6006.0,1 hour 40 mins,32.0835,-81.0998,7363.0,4239.0,2815.0,0.0,0.0,694.0,106.0,1552.0,265.0,258.0,352.0,136.0,68.0,0.0,2726.0,2684.0,264.0,62.0,18.0,44.3,36.9,49.3,23400.0,17532.0,505.0,52400.0,0.23,26.38,0.058,0.34
16949,"MILLERVILLE, AL",GTECH,"ATLANTA, GA",98.0848101113156,1,MILLERVILLE,33.197365,-85.948287,117 mi,AL,7753.0,2 hours 9 mins,33.7756178,-84.396285,95.0,95.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,53.3,6.9,,,13340.0,,,,,,
16967,"MILLRY, AL",GTECH,"ATLANTA, GA",272.884419836018,1,MILLRY,31.608143,-88.316371,,AL,,,33.7756178,-84.396285,3617.0,2644.0,845.0,15.0,62.0,76.0,19.0,1010.0,139.0,248.0,132.0,114.0,12.0,2.0,583.0,1474.0,159.0,20.0,15.0,48.7,48.9,48.6,37138.0,21617.0,598.0,68900.0,,,,
16994,"MILLWOOD, GA",GTECH,"SAVANNAH, GA",103.884260219564,1,MILLWOOD,31.289898,-82.599146,142 mi,GA,9115.0,2 hours 32 mins,32.0835,-81.0998,1011.0,1005.0,6.0,0.0,0.0,0.0,0.0,209.0,0.0,97.0,9.0,0.0,6.0,0.0,158.0,532.0,0.0,0.0,0.0,33.3,38.9,27.0,48917.0,17334.0,,56800.0,,,,
17002,"MILNER, GA",GTECH,"ATLANTA, GA",45.2283908308383,1,MILNER,33.143414,-84.18622,59.2 mi,GA,4358.0,1 hour 13 mins,33.7756178,-84.396285,4534.0,3706.0,608.0,0.0,3.0,238.0,10.0,842.0,239.0,252.0,285.0,123.0,59.0,28.0,790.0,2253.0,363.0,38.0,14.0,38.1,37.3,39.2,47920.0,22493.0,783.0,139200.0,,,,
17057,"MINERAL BLUFF, GA",GTECH,"ATLANTA, GA",81.7890571098479,1,MINERAL BLUFF,34.957885,-84.274319,102 mi,GA,7583.0,2 hours 6 mins,33.7756178,-84.396285,4410.0,4251.0,21.0,0.0,116.0,67.0,48.0,1073.0,215.0,182.0,353.0,247.0,39.0,0.0,848.0,1904.0,250.0,58.0,0.0,48.0,46.3,51.1,44063.0,25926.0,856.0,166200.0,,,,
17109,"MINTER, AL",GTECH,"ATLANTA, GA",189.041657890124,1,MINTER,32.106169,-86.978039,219 mi,AL,12501.0,3 hours 28 mins,33.7756178,-84.396285,964.0,261.0,696.0,0.0,0.0,1.0,10.0,275.0,34.0,19.0,59.0,14.0,3.0,0.0,264.0,381.0,49.0,4.0,5.0,51.7,51.7,51.8,26891.0,16446.0,,80200.0,,,,
17136,"MITCHELL, GA",GTECH,"ATLANTA, GA",104.694463316605,1,MITCHELL,33.217572,-82.709869,126 mi,GA,7439.0,2 hours 4 mins,33.7756178,-84.396285,1221.0,734.0,350.0,0.0,0.0,27.0,6.0,287.0,58.0,86.0,44.0,10.0,0.0,0.0,348.0,602.0,55.0,0.0,1.0,40.3,36.1,47.2,46546.0,18275.0,658.0,49700.0,,,,
17153,"MOBILE, AL",GTECH,"ATLANTA, GA",305.125834521602,1,MOBILE,30.6829413684211,-88.126104,,AL,,,33.7756178,-84.396285,275488.0,140003.0,123816.0,518.0,5125.0,8094.0,2538.0,45624.0,7065.0,13716.0,31281.0,11487.0,3060.0,2036.0,56741.0,128368.0,13048.0,3896.0,1226.0,36.5764705882353,34.3882352941176,38.2882352941176,37095.0625,21274.3529411765,756.8125,115212.5,22.52,12.18,0.047,12.6
17171,"MODOC, SC",GTECH,"ATLANTA, GA",129.257542151402,1,MODOC,33.747484,-82.15108,153 mi,SC,8823.0,2 hours 27 mins,33.7756178,-84.396285,520.0,500.0,0.0,0.0,0.0,14.0,0.0,151.0,17.0,47.0,21.0,15.0,12.0,9.0,32.0,240.0,33.0,4.0,0.0,53.8,53.8,53.9,60500.0,29833.0,,200700.0,,,,
17193,"MOLENA, GA",GTECH,"ATLANTA, GA",55.4334688791679,1,MOLENA,32.972488,-84.4491,84.8 mi,GA,6182.0,1 hour 43 mins,33.7756178,-84.396285,2811.0,2527.0,282.0,0.0,0.0,26.0,18.0,636.0,118.0,93.0,185.0,52.0,37.0,17.0,439.0,1375.0,153.0,26.0,0.0,39.4,38.2,41.1,50417.0,23286.0,804.0,151600.0,,,,
17207,"MONCKS CORNER, SC",GTECH,"SAVANNAH, GA",97.761794612155,1,MONCKS CORNER,33.159784,-80.007539,139 mi,SC,8206.0,2 hours 17 mins,32.0835,-81.0998,33320.0,21197.0,10190.0,119.0,232.0,952.0,332.0,6542.0,1257.0,2061.0,3059.0,1062.0,174.0,101.0,4620.0,16625.0,1802.0,712.0,80.0,39.0,37.3,40.4,50435.0,24160.0,807.0,158700.0,1.84,9.5,0.037,0.64
17244,"MONROE, GA",GTECH,"ATLANTA, GA",39.8393080623219,1,MONROE,33.8219125,-83.706135,51.5 mi,GA,4787.0,1 hour 20 mins,33.7756178,-84.396285,39964.0,29218.0,9321.0,0.0,812.0,771.0,224.0,7217.0,2096.0,1980.0,3163.0,923.0,276.0,175.0,7445.0,18580.0,1500.0,459.0,66.0,36.4,35.2,37.85,50582.5,22439.0,798.0,145750.0,4.09,10.61,0.037,1.56
17264,"MONROEVILLE, AL",GTECH,"ATLANTA, GA",230.051247300618,1,MONROEVILLE,31.518972,-87.304829,,AL,,,33.7756178,-84.396285,11083.0,5725.0,5294.0,29.0,25.0,180.0,193.0,2572.0,401.0,687.0,652.0,205.0,61.0,32.0,3482.0,4339.0,891.0,98.0,0.0,37.7,35.6,38.9,31927.0,15837.0,536.0,85400.0,0.46,12.71,0.043,0.25
17313,"MONTEVALLO, AL",GTECH,"ATLANTA, GA",150.596599178334,1,MONTEVALLO,33.142473,-86.891528,182 mi,AL,10855.0,3 hours 1 min,33.7756178,-84.396285,14386.0,11199.0,2089.0,0.0,21.0,2062.0,81.0,2429.0,517.0,600.0,1089.0,496.0,130.0,116.0,3235.0,6815.0,751.0,172.0,36.0,31.9,29.3,33.9,39402.0,19076.0,733.0,121200.0,0.92,13.56,0.066,0.81
17317,"MONTEZUMA, GA",GTECH,"ATLANTA, GA",105.488101248798,1,MONTEZUMA,32.288966,-83.96326,131 mi,GA,7343.0,2 hours 2 mins,33.7756178,-84.396285,5414.0,2008.0,3105.0,0.0,98.0,335.0,108.0,1152.0,259.0,202.0,148.0,39.0,4.0,0.0,1802.0,2377.0,513.0,6.0,0.0,39.4,40.0,39.0,27945.0,13801.0,556.0,71600.0,,,,
17330,"MONTGOMERY, AL",GTECH,"ATLANTA, GA",146.499739119704,1,MONTGOMERY,32.3601267692308,-86.2801293076923,163 mi,AL,8743.0,2 hours 26 mins,33.7756178,-84.396285,211405.0,77525.0,123310.0,491.0,4696.0,7372.0,1932.0,28551.0,7020.0,8800.0,25608.0,11372.0,2686.0,1734.0,48162.0,102116.0,9107.0,3015.0,1252.0,33.3538461538461,31.5615384615385,33.8307692307692,43252.75,21690.1538461538,863.083333333333,103250.0,14.71,12.99,0.038,7.13
17344,"MONTICELLO, GA",GTECH,"ATLANTA, GA",52.3594083381552,1,MONTICELLO,33.286297,-83.702346,70.9 mi,GA,5220.0,1 hour 27 mins,33.7756178,-84.396285,9275.0,6429.0,2358.0,255.0,44.0,456.0,110.0,1873.0,318.0,458.0,456.0,231.0,56.0,60.0,1994.0,4369.0,599.0,12.0,10.0,37.7,36.6,39.4,41515.0,20531.0,782.0,104700.0,3.64,22.18,0.043,3.42
17372,"MONTROSE, AL",GTECH,"ATLANTA, GA",301.99144104394,1,MONTROSE,30.567794,-87.908653,,AL,,,33.7756178,-84.396285,114.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,49.0,33.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,60.5,66.1,60.5,,147653.0,,,,,,
17376,"MONTROSE, GA",GTECH,"ATLANTA, GA",110.628236420251,1,MONTROSE,32.550166,-83.163351,122 mi,GA,6935.0,1 hour 56 mins,33.7756178,-84.396285,833.0,332.0,464.0,0.0,0.0,4.0,6.0,311.0,38.0,39.0,45.0,1.0,0.0,0.0,252.0,295.0,52.0,25.0,0.0,45.1,36.1,45.7,26992.0,14340.0,564.0,68400.0,,,,
17403,"MOODY A F B, GA",GTECH,"SAVANNAH, GA",145.840038333888,1,MOODY A F B,30.974915,-83.205199,179 mi,GA,11179.0,3 hours 6 mins,32.0835,-81.0998,497.0,279.0,131.0,3.0,43.0,51.0,0.0,0.0,9.0,3.0,15.0,0.0,0.0,0.0,0.0,471.0,0.0,0.0,0.0,22.2,22.1,22.3,,24236.0,,,,,,
17404,"MOODY, AL",GTECH,"ATLANTA, GA",121.423185557518,1,MOODY,33.603426,-86.493789,132 mi,AL,7729.0,2 hours 9 mins,33.7756178,-84.396285,9974.0,8243.0,1579.0,0.0,71.0,63.0,90.0,1270.0,307.0,672.0,1173.0,331.0,131.0,41.0,952.0,5949.0,325.0,111.0,66.0,39.4,36.5,44.5,62281.0,31032.0,1061.0,148500.0,0.92,7.77,0.054,0.38
17461,"MORELAND, GA",GTECH,"ATLANTA, GA",40.2550606678831,1,MORELAND,33.266198,-84.737458,49.2 mi,GA,3723.0,1 hour 2 mins,33.7756178,-84.396285,2764.0,2564.0,160.0,2.0,0.0,8.0,13.0,740.0,116.0,122.0,166.0,136.0,17.0,0.0,180.0,1298.0,41.0,21.0,11.0,45.9,48.1,45.6,54886.0,27459.0,1092.0,166600.0,,,,
17469,"MORGAN, GA",GTECH,"ATLANTA, GA",153.147838295442,1,MORGAN,31.559484,-84.594397,185 mi,GA,10580.0,2 hours 56 mins,33.7756178,-84.396285,2830.0,977.0,1621.0,13.0,27.0,233.0,25.0,373.0,523.0,43.0,62.0,16.0,3.0,0.0,578.0,819.0,10.0,1.0,1.0,35.1,37.3,20.2,34241.0,7619.0,430.0,67600.0,,,,
17476,"MORGANTON, GA",GTECH,"ATLANTA, GA",76.6843825839109,1,MORGANTON,34.876756,-84.204831,99.1 mi,GA,7346.0,2 hours 2 mins,33.7756178,-84.396285,4429.0,4370.0,8.0,0.0,3.0,65.0,1.0,960.0,220.0,174.0,462.0,153.0,25.0,34.0,945.0,1849.0,256.0,57.0,0.0,51.4,52.9,45.9,42403.0,20431.0,655.0,178100.0,,,,
17516,"MORRIS, GA",GTECH,"ATLANTA, GA",137.702850598488,1,MORRIS,31.828416,-84.927893,167 mi,GA,9582.0,2 hours 40 mins,33.7756178,-84.396285,431.0,230.0,48.0,6.0,0.0,147.0,0.0,44.0,36.0,38.0,23.0,0.0,6.0,0.0,64.0,156.0,57.0,0.0,0.0,54.7,60.1,52.6,35260.0,12400.0,,83200.0,,,,
17549,"MORROW, GA",GTECH,"ATLANTA, GA",13.7454586186257,1,MORROW,33.584687,-84.327348,19.2 mi,GA,2190.0,37 mins,33.7756178,-84.396285,26884.0,6557.0,14112.0,165.0,4649.0,3256.0,406.0,4871.0,903.0,891.0,1825.0,411.0,93.0,30.0,5297.0,13704.0,1816.0,221.0,14.0,34.0,33.3,34.5,40478.0,16958.0,868.0,81600.0,4.78,42.42,0.033,6.52
17566,"MORVEN, GA",GTECH,"SAVANNAH, GA",163.879100254562,1,MORVEN,30.906417,-83.512186,203 mi,GA,13124.0,3 hours 39 mins,32.0835,-81.0998,1051.0,470.0,232.0,7.0,10.0,356.0,40.0,191.0,99.0,14.0,57.0,19.0,0.0,0.0,414.0,420.0,47.0,3.0,0.0,32.8,32.9,31.3,23313.0,15867.0,547.0,59200.0,,,,
17600,"MOULTRIE, GA",GTECH,"ATLANTA, GA",184.694790636972,1,MOULTRIE,31.150272,-83.758952,205 mi,GA,11832.0,3 hours 17 mins,33.7756178,-84.396285,34506.0,22674.0,9287.0,50.0,30.0,6949.0,752.0,6424.0,1400.0,1314.0,1730.0,799.0,232.0,95.0,9957.0,14527.0,1093.0,148.0,32.0,33.75,32.35,34.75,32130.0,16978.5,560.5,81550.0,0.91,3.15,0.051,0.14
17614,"MOUNDVILLE, AL",GTECH,"ATLANTA, GA",193.517057933102,1,MOUNDVILLE,32.940566,-87.5912,222 mi,AL,12691.0,3 hours 32 mins,33.7756178,-84.396285,5983.0,3842.0,1862.0,40.0,0.0,194.0,23.0,1262.0,340.0,297.0,474.0,123.0,59.0,17.0,901.0,2665.0,252.0,60.0,0.0,39.9,36.7,43.5,40478.0,23549.0,717.0,113300.0,,,,
17617,"MOUNT AIRY, GA",GTECH,"ATLANTA, GA",76.748561968016,1,MOUNT AIRY,34.567865,-83.454897,81.3 mi,GA,5972.0,1 hour 40 mins,33.7756178,-84.396285,6347.0,5602.0,32.0,0.0,242.0,1293.0,195.0,908.0,256.0,327.0,426.0,141.0,19.0,24.0,855.0,3077.0,264.0,67.0,27.0,37.0,37.1,36.8,47635.0,19740.0,714.0,116200.0,,,,
17630,"MOUNT BERRY, GA",GTECH,"ATLANTA, GA",60.1807635307737,1,MOUNT BERRY,34.309754,-85.226015,75.1 mi,GA,6524.0,1 hour 49 mins,33.7756178,-84.396285,1791.0,1586.0,137.0,0.0,25.0,73.0,0.0,0.0,0.0,0.0,19.0,7.0,0.0,15.0,6.0,1499.0,22.0,15.0,32.0,19.8,20.0,19.7,71429.0,4144.0,,,,,,
17639,"MOUNT CARMEL, SC",GTECH,"ATLANTA, GA",108.94455045078,1,MOUNT CARMEL,34.007202,-82.521302,137 mi,SC,9319.0,2 hours 35 mins,33.7756178,-84.396285,259.0,15.0,237.0,7.0,0.0,0.0,14.0,39.0,0.0,0.0,14.0,12.0,0.0,0.0,107.0,113.0,25.0,0.0,0.0,43.3,43.1,46.2,,12137.0,,59600.0,,,,
17696,"MOUNT OLIVE, AL",GTECH,"ATLANTA, GA",143.955593052685,1,MOUNT OLIVE,33.667778,-86.892599,166 mi,AL,9381.0,2 hours 36 mins,33.7756178,-84.396285,5217.0,5111.0,10.0,54.0,34.0,22.0,11.0,986.0,226.0,166.0,521.0,173.0,62.0,19.0,459.0,2668.0,113.0,187.0,38.0,40.1,37.5,43.0,71875.0,31243.0,1020.0,155200.0,,,,
17712,"MOUNT PLEASANT, SC",GTECH,"SAVANNAH, GA",91.1811012444354,1,MOUNT PLEASANT,32.8472285,-79.8251175,121 mi,SC,9416.0,2 hours 37 mins,32.0835,-81.0998,79782.0,70867.0,5933.0,78.0,1506.0,2230.0,265.0,6896.0,848.0,3971.0,20254.0,7959.0,2059.0,1395.0,5792.0,43486.0,2355.0,2328.0,517.0,38.9,37.4,40.25,78944.5,42452.5,1352.5,363650.0,7.81,7.21,0.035,1.97
17748,"MOUNT VERNON, AL",GTECH,"ATLANTA, GA",281.714351406165,1,MOUNT VERNON,31.097767,-88.040068,,AL,,,33.7756178,-84.396285,3515.0,1056.0,1511.0,808.0,13.0,30.0,39.0,977.0,106.0,240.0,72.0,43.0,0.0,11.0,896.0,1218.0,133.0,0.0,4.0,41.1,36.5,43.1,39233.0,17133.0,600.0,80100.0,,,,
17750,"MOUNT VERNON, GA",GTECH,"SAVANNAH, GA",87.4678460865121,1,MOUNT VERNON,32.163934,-82.588515,102 mi,GA,6255.0,1 hour 44 mins,32.0835,-81.0998,3439.0,2065.0,1239.0,7.0,18.0,271.0,13.0,788.0,157.0,153.0,138.0,78.0,0.0,26.0,671.0,1357.0,85.0,9.0,17.0,34.2,31.9,36.4,32905.0,13419.0,499.0,62100.0,,,,
17771,"MOUNTAIN CITY, GA",GTECH,"ATLANTA, GA",98.011116852457,1,MOUNTAIN CITY,34.921474,-83.381098,109 mi,GA,7475.0,2 hours 5 mins,33.7756178,-84.396285,1083.0,920.0,0.0,39.0,90.0,47.0,14.0,233.0,80.0,42.0,71.0,11.0,0.0,0.0,274.0,339.0,33.0,3.0,0.0,38.6,36.6,48.3,22917.0,14806.0,655.0,73300.0,,,,
17787,"MOUNTAIN REST, SC",GTECH,"ATLANTA, GA",103.025100725035,1,MOUNTAIN REST,34.860889,-83.157553,127 mi,SC,8442.0,2 hours 21 mins,33.7756178,-84.396285,2140.0,2109.0,0.0,0.0,0.0,21.0,10.0,397.0,130.0,185.0,149.0,86.0,9.0,27.0,399.0,796.0,50.0,17.0,0.0,54.1,53.5,54.5,37414.0,18956.0,559.0,159300.0,,,,
17843,"MULGA, AL",GTECH,"ATLANTA, GA",153.028401152622,1,MULGA,33.527419,-87.034686,165 mi,AL,9611.0,2 hours 40 mins,33.7756178,-84.396285,3046.0,2720.0,304.0,0.0,0.0,14.0,42.0,772.0,89.0,141.0,150.0,57.0,7.0,17.0,306.0,1361.0,125.0,23.0,1.0,43.6,43.6,43.6,51964.0,25654.0,758.0,127900.0,,,,
17870,"MUNFORD, AL",GTECH,"ATLANTA, GA",90.4794532755719,1,MUNFORD,33.494798,-85.929452,102 mi,AL,6503.0,1 hour 48 mins,33.7756178,-84.396285,5977.0,4583.0,1236.0,0.0,16.0,101.0,59.0,1062.0,278.0,422.0,219.0,165.0,8.0,38.0,1277.0,2647.0,188.0,55.0,7.0,38.9,40.9,38.4,39471.0,18965.0,639.0,96700.0,,,,
17893,"MURPHY, NC",GTECH,"ATLANTA, GA",92.4759639794003,1,MURPHY,35.100136,-84.138594,118 mi,NC,9030.0,2 hours 31 mins,33.7756178,-84.396285,18542.0,17657.0,320.0,317.0,41.0,488.0,143.0,4230.0,608.0,1340.0,1613.0,805.0,163.0,36.0,3556.0,6890.0,574.0,77.0,8.0,50.9,48.8,52.7,36097.0,18852.0,690.0,156600.0,0.46,4.98,0.036,0.08
17902,"MURRAYVILLE, GA",GTECH,"ATLANTA, GA",56.1205239826823,1,MURRAYVILLE,34.471046,-83.887074,66.8 mi,GA,6046.0,1 hour 41 mins,33.7756178,-84.396285,3980.0,3861.0,0.0,0.0,0.0,390.0,19.0,684.0,106.0,134.0,369.0,126.0,93.0,0.0,525.0,1900.0,130.0,84.0,0.0,37.5,33.2,42.3,46959.0,20189.0,825.0,158800.0,,,,
17905,"MURRELLS INLET, SC",GTECH,"SAVANNAH, GA",156.367664017343,1,MURRELLS INLET,33.56209,-79.061087,194 mi,SC,13214.0,3 hours 40 mins,32.0835,-81.0998,26649.0,24986.0,1017.0,129.0,163.0,212.0,82.0,5718.0,804.0,2445.0,4236.0,1642.0,418.0,290.0,2281.0,11122.0,873.0,84.0,65.0,56.9,55.8,57.6,48536.0,32195.0,986.0,185000.0,1.84,11.6,0.037,0.77
17916,"MUSELLA, GA",GTECH,"ATLANTA, GA",70.0451866352829,1,MUSELLA,32.811058,-84.014751,81.0 mi,GA,5466.0,1 hour 31 mins,33.7756178,-84.396285,1629.0,1014.0,586.0,0.0,0.0,7.0,4.0,257.0,56.0,29.0,92.0,74.0,8.0,0.0,137.0,765.0,75.0,0.0,0.0,41.2,41.5,38.0,57750.0,23216.0,,127100.0,,,,
17934,"MYRTLEWOOD, AL",GTECH,"ATLANTA, GA",232.296555220123,1,MYRTLEWOOD,32.276807,-87.980902,,AL,,,33.7756178,-84.396285,314.0,240.0,74.0,0.0,0.0,0.0,17.0,40.0,8.0,18.0,18.0,0.0,0.0,1.0,80.0,121.0,8.0,4.0,0.0,43.5,26.1,50.9,38125.0,17549.0,,83300.0,,,,
17949,"NAHUNTA, GA",GTECH,"SAVANNAH, GA",80.6495990957031,1,NAHUNTA,31.181701,-81.972104,101 mi,GA,5996.0,1 hour 40 mins,32.0835,-81.0998,4567.0,4270.0,201.0,0.0,68.0,33.0,8.0,1098.0,228.0,232.0,218.0,76.0,23.0,17.0,742.0,1723.0,235.0,35.0,0.0,44.8,40.8,46.9,31597.0,18271.0,493.0,76200.0,0.23,17.8,0.108,0.43
18001,"NASHVILLE, GA",GTECH,"SAVANNAH, GA",136.942459410778,1,NASHVILLE,31.216548,-83.190727,181 mi,GA,11100.0,3 hours 5 mins,32.0835,-81.0998,9904.0,8645.0,959.0,61.0,7.0,228.0,84.0,1979.0,681.0,788.0,503.0,322.0,68.0,42.0,2381.0,3970.0,679.0,43.0,8.0,42.7,40.2,45.1,31904.0,17836.0,503.0,86700.0,1.14,3.19,0.066,0.23
18048,"NAYLOR, GA",GTECH,"SAVANNAH, GA",142.349155960813,1,NAYLOR,30.91957,-83.092297,173 mi,GA,10770.0,3 hours 0 mins,32.0835,-81.0998,1854.0,1356.0,431.0,0.0,0.0,109.0,0.0,358.0,105.0,100.0,107.0,51.0,30.0,12.0,380.0,894.0,151.0,0.0,0.0,38.6,44.7,31.5,45114.0,16520.0,713.0,120600.0,,,,
18074,"NEEDHAM, AL",GTECH,"ATLANTA, GA",262.349665010967,1,NEEDHAM,31.955091,-88.358729,,AL,,,33.7756178,-84.396285,525.0,428.0,94.0,0.0,0.0,0.0,0.0,127.0,23.0,23.0,19.0,46.0,2.0,0.0,77.0,188.0,17.0,0.0,3.0,40.0,38.8,40.5,,23328.0,485.0,43600.0,,,,
18084,"NEESES, SC",GTECH,"SAVANNAH, GA",99.6774448130791,1,NEESES,33.529824,-81.124331,126 mi,SC,7531.0,2 hours 6 mins,32.0835,-81.0998,3241.0,2141.0,1053.0,18.0,0.0,0.0,9.0,793.0,112.0,249.0,182.0,50.0,1.0,2.0,385.0,1440.0,102.0,23.0,4.0,42.5,41.1,43.8,34529.0,19014.0,563.0,56000.0,,,,
18143,"NESMITH, SC",GTECH,"SAVANNAH, GA",140.714541240115,1,NESMITH,33.653101,-79.551975,173 mi,SC,10194.0,2 hours 50 mins,32.0835,-81.0998,1192.0,167.0,1014.0,0.0,11.0,0.0,43.0,454.0,57.0,61.0,86.0,28.0,0.0,0.0,221.0,515.0,111.0,0.0,0.0,51.5,53.0,51.4,29914.0,16489.0,627.0,57700.0,,,,
18201,"NEW BROCKTON, AL",GTECH,"ATLANTA, GA",184.346969477569,1,NEW BROCKTON,31.425502,-85.9066,224 mi,AL,12547.0,3 hours 29 mins,33.7756178,-84.396285,3677.0,3147.0,284.0,55.0,28.0,187.0,41.0,687.0,226.0,190.0,218.0,100.0,18.0,10.0,605.0,1549.0,123.0,18.0,5.0,39.6,40.8,37.2,41659.0,20814.0,660.0,85900.0,0.46,7.17,0.072,0.23
18219,"NEW CASTLE, AL",GTECH,"ATLANTA, GA",137.062618501529,1,NEW CASTLE,33.646571,-86.77093,156 mi,AL,9114.0,2 hours 32 mins,33.7756178,-84.396285,160.0,0.0,160.0,0.0,0.0,0.0,0.0,22.0,0.0,40.0,0.0,0.0,0.0,0.0,97.0,61.0,40.0,0.0,0.0,40.4,,15.9,2499.0,13519.0,,80900.0,,,,
18247,"NEW ELLENTON, SC",GTECH,"SAVANNAH, GA",98.2813151792653,1,NEW ELLENTON,33.418902,-81.69249,119 mi,SC,8039.0,2 hours 14 mins,32.0835,-81.0998,2628.0,1607.0,987.0,0.0,0.0,53.0,43.0,551.0,142.0,149.0,167.0,6.0,5.0,10.0,687.0,1288.0,189.0,36.0,3.0,34.7,33.3,36.1,35000.0,19268.0,669.0,89700.0,,,,
18443,"NEW ZION, SC",GTECH,"SAVANNAH, GA",133.605715574205,1,NEW ZION,33.789038,-80.006369,149 mi,SC,8089.0,2 hours 15 mins,32.0835,-81.0998,1838.0,873.0,965.0,0.0,0.0,32.0,1.0,388.0,92.0,63.0,106.0,84.0,10.0,0.0,244.0,881.0,116.0,12.0,5.0,33.5,30.8,34.6,42313.0,19017.0,702.0,53800.0,,,,
18459,"NEWBERN, AL",GTECH,"ATLANTA, GA",198.761196359934,1,NEWBERN,32.588169,-87.522234,240 mi,AL,14156.0,3 hours 56 mins,33.7756178,-84.396285,1258.0,392.0,829.0,0.0,37.0,2.0,58.0,428.0,58.0,41.0,68.0,3.0,0.0,0.0,421.0,423.0,78.0,0.0,0.0,39.5,36.7,43.8,18474.0,14103.0,778.0,53200.0,,,,
18467,"NEWBORN, GA",GTECH,"ATLANTA, GA",46.5164926138216,1,NEWBORN,33.50025,-83.659584,55.0 mi,GA,4101.0,1 hour 8 mins,33.7756178,-84.396285,2303.0,2026.0,236.0,0.0,6.0,36.0,38.0,563.0,96.0,82.0,125.0,58.0,1.0,35.0,533.0,1159.0,155.0,51.0,0.0,44.4,39.3,48.5,53646.0,22984.0,710.0,136600.0,,,,
18515,"NEWINGTON, GA",GTECH,"SAVANNAH, GA",39.3124516388767,1,NEWINGTON,32.563486,-81.463016,44.4 mi,GA,3772.0,1 hour 3 mins,32.0835,-81.0998,1601.0,971.0,608.0,0.0,0.0,3.0,20.0,320.0,61.0,53.0,75.0,38.0,8.0,2.0,330.0,739.0,94.0,0.0,2.0,34.0,36.6,30.3,40132.0,20022.0,685.0,72700.0,,,,
18526,"NEWNAN, GA",GTECH,"ATLANTA, GA",34.1032663608721,1,NEWNAN,33.40352,-84.7860355,40.7 mi,GA,3639.0,1 hour 1 min,33.7756178,-84.396285,88566.0,64021.0,19491.0,149.0,1957.0,5824.0,659.0,15291.0,2832.0,3935.0,10399.0,4073.0,937.0,349.0,13722.0,43820.0,3365.0,1140.0,589.0,37.35,36.45,38.4,61800.5,28593.0,976.0,175950.0,14.33,17.9,0.031,7.83
18554,"NEWRY, SC",GTECH,"ATLANTA, GA",107.10653993463,1,NEWRY,34.724825,-82.914632,116 mi,SC,7801.0,2 hours 10 mins,33.7756178,-84.396285,91.0,35.0,0.0,0.0,0.0,56.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,74.0,0.0,0.0,0.0,35.7,35.5,35.8,42917.0,17605.0,,,,,,
18566,"NEWTON, AL",GTECH,"ATLANTA, GA",186.938003236155,1,NEWTON,31.264999,-85.609699,223 mi,AL,13551.0,3 hours 46 mins,33.7756178,-84.396285,5661.0,5051.0,319.0,7.0,49.0,422.0,67.0,1282.0,174.0,496.0,371.0,189.0,0.0,20.0,713.0,2949.0,299.0,44.0,36.0,38.2,35.3,42.2,51837.0,23685.0,686.0,137000.0,0.23,29.17,0.031,0.21
18567,"NEWTON, GA",GTECH,"ATLANTA, GA",169.074954553847,1,NEWTON,31.322028,-84.414137,208 mi,GA,12032.0,3 hours 21 mins,33.7756178,-84.396285,2259.0,929.0,1278.0,0.0,19.0,42.0,2.0,487.0,67.0,187.0,38.0,70.0,2.0,0.0,676.0,839.0,48.0,15.0,0.0,41.0,39.5,41.3,39219.0,17954.0,398.0,76700.0,,,,
