,CityState,Impressions,CPC,CTR,Cost
457,"FARMINGTON HILLS, MI",15.85,13.62,0.035,7.52
458,"BETHLEHEM, PA",15.85,11.14,0.029,5.08
459,"FONTANA, CA",15.84,17.37,0.03,8.08
460,"OLD BRIDGE TOWNSHIP, NJ",15.62,13.59,0.024,5.13
461,"LYNN, MA",15.6,10.98,0.025,4.16
462,"LAWRENCE, MA",15.6,10.87,0.03,4.9
463,"REDONDO BEACH, CA",15.57,17.49,0.031,8.26
464,"PALMDALE, CA",15.57,12.55,0.033,6.21
465,"LAGUNA NIGUEL, CA",15.57,18.74,0.022,6.37
466,"BUENA PARK, CA",15.57,17.66,0.027,7.21
467,"CERRITOS, CA",15.57,18.38,0.022,6.02
468,"BREA, CA",15.57,37.6,0.028,15.98
469,"KETTERING, MD",15.489999999999998,14.77,0.0235,5.275
470,"PEARLAND, TX",15.44,8.51,0.029,3.78
471,"FRANKLIN, TN",15.39,6.7,0.043,4.34
472,"TYSONS, VA",15.35,16.535,0.028,6.825
473,"SHREWSBURY, MA",15.3,14.54,0.025,5.34
474,"SAN LUIS OBISPO, CA",15.3,12.46,0.026,4.8
475,"REDLANDS, CA",15.3,17.99,0.029,7.86
476,"WHITE PLAINS, NY",15.16,11.5,0.038,6.57
477,"LARGO, FL",15.16,8.16,0.043,5.24
478,"JEFFERSONVILLE, IN",15.16,9.65,0.032,4.61
479,"GLEN ALLEN, VA",15.16,20.01,0.037,11.11
480,"CASTLE ROCK, CO",15.16,16.52,0.031,7.74
481,"BURKE, VA",15.11,12.68,0.0315,5.9350000000000005
482,"BOWIE, MD",15.045,11.955,0.0295,5.11
483,"POWAY, CA",15.02,20.98,0.021,6.58
484,"FAYETTEVILLE, GA",15.01,15.99,0.033,7.74
485,"GULFPORT, MS",15.01,15.81,0.059,13.61
486,"ANDOVER, MA",15.01,11.75,0.017,3.0
487,"NEWPORT NEWS, VA",14.93,10.78,0.038,5.99
488,"IOWA CITY, IA",14.93,7.26,0.037,3.96
489,"LAKEWOOD, CO",14.93,10.45,0.025,3.78
490,"FAIRFIELD, CA",14.75,15.75,0.035,7.91
491,"ROCHESTER, MN",14.72,16.5,0.026,6.17
492,"DULUTH, MN",14.72,11.86,0.025,4.33
493,"BRAINTREE, MA",14.72,14.85,0.016,3.37
494,"MONTGOMERY, AL",14.71,12.99,0.038,7.13
495,"FORT MYERS, FL",14.71,10.93,0.042,6.59
496,"HOFFMAN ESTATES, IL",14.71,8.31,0.037,4.48
497,"APEX, NC",14.71,29.81,0.031,13.55
498,"RIVERDALE, GA",14.56,23.57,0.036,12.19
499,"DALLAS, GA",14.56,17.75,0.03,7.64
500,"EULESS, TX",14.51,29.11,0.026,10.85
501,"BEDFORD, TX",14.51,15.26,0.032,6.9
502,"SHAWNEE, KS",14.48,17.53,0.03,7.4
503,"MODESTO, CA",14.48,18.56,0.03,7.97
504,"EDMOND, OK",14.48,10.57,0.037,5.56
505,"BELMONT, CA",14.48,19.2,0.022,6.06
506,"BRIDGEWATER, NJ",14.48,12.29,0.028,4.91
507,"ANNAPOLIS, MD",14.42,8.92,0.025,3.19
508,"NEWNAN, GA",14.33,17.9,0.031,7.83
509,"DACULA, GA",14.33,15.16,0.034,7.22
510,"BILLINGS, MT",14.22,8.44,0.024,2.89
511,"OLIVE BRANCH, MS",14.16,8.26,0.045,5.14
512,"NEWBURYPORT, MA",14.13,35.42,0.014,6.6
513,"STOCKBRIDGE, GA",14.1,20.49,0.03,8.51
514,"TROY, MI",14.02,8.79,0.04,4.88
515,"TOLEDO, OH",14.02,10.49,0.042,6.04
516,"OVIEDO, FL",14.02,16.82,0.034,7.9
517,"LITTLETON, CO",14.02,21.2,0.033,9.73
518,"BELLINGHAM, WA",14.02,10.36,0.044,6.31
519,"AMES, IA",14.02,7.59,0.035,3.69
520,"BEAUMONT, TX",13.89,7.46,0.029,2.96
521,"REXBURG, ID",13.79,11.72,0.035,5.59
522,"LYNNWOOD, WA",13.79,16.31,0.04,8.89
523,"LAKE MARY, FL",13.79,21.76,0.03,8.77
524,"ADELPHI, MD",13.785,19.97,0.0225,6.135
525,"WHITTIER, CA",13.66,25.98,0.031,10.68
526,"MANOR, TX",13.59,84.73,0.015,16.86
527,"HUMBLE, TX",13.59,9.43,0.027,3.33
528,"UNION, NJ",13.56,15.34,0.026,5.34
529,"WAKE FOREST, NC",13.56,18.02,0.043,10.46
530,"PEORIA, IL",13.56,10.1,0.038,5.14
531,"ENGLISHTOWN, NJ",13.56,15.97,0.031,6.72
532,"DAYTONA BEACH, FL",13.56,10.23,0.036,4.9
533,"TAUNTON, MA",13.54,10.04,0.023,3.07
534,"CANTON, GA",13.42,17.17,0.036,8.0
535,"MERCED, CA",13.38,13.53,0.032,5.59
536,"ANTIOCH, CA",13.38,17.03,0.032,7.06
537,"WESTERVILLE, OH",13.33,7.6,0.048,4.83
538,"NORTH LITTLE ROCK, AR",13.33,9.64,0.035,4.4
539,"EVANSVILLE, IN",13.33,7.32,0.044,4.24
540,"LAYTON, UT",13.33,13.72,0.032,5.86
541,"KEARNY, NJ",13.33,14.11,0.034,6.39
542,"CHESTER, PA",13.33,14.15,0.033,6.19
543,"GAITHERSBURG, MD",13.315000000000001,14.805,0.028999999999999998,5.755
544,"MISSOURI CITY, TX",13.28,16.02,0.022,4.54
545,"KELLER, TX",13.28,12.49,0.026,4.17
546,"CONROE, TX",13.28,7.37,0.037,3.56
547,"FORT BELVOIR, VA",13.2,21.37,0.0155,4.3
548,"WINTER GARDEN, FL",13.1,29.23,0.026,9.81
549,"NORWALK, CT",13.1,10.25,0.043,5.66
550,"HILLIARD, OH",13.1,7.12,0.055,5.09
551,"ASHEVILLE, NC",13.1,8.32,0.038,4.09
552,"FAYETTEVILLE, AR",13.06,12.72,0.035,5.75
553,"MACON, GA",12.97,14.79,0.037,6.96
554,"FAIRBURN, GA",12.97,14.12,0.042,7.43
555,"YARDLEY, PA",12.87,16.11,0.034,6.86
556,"TUSCALOOSA, AL",12.87,9.79,0.047,5.8
557,"FARGO, , ND",12.87,6.43,0.046,3.79
558,"ALTAMONTE SPRINGS, FL",12.87,18.39,0.032,7.57
559,"SARATOGA, CA",12.84,16.31,0.028,5.77
560,"SAN BRUNO, CA",12.84,13.63,0.029,4.91
561,"RANCHO CORDOVA, CA",12.84,11.78,0.031,4.58
562,"MENIFEE, CA",12.84,10.82,0.032,4.33
563,"BEVERLY HILLS, CA",12.84,17.48,0.026,5.72
564,"SANTA FE, NM",12.71,8.8,0.034,3.68
565,"LOVELAND, CO",12.64,18.88,0.031,7.32
566,"OLATHE, KS",12.64,16.97,0.04,8.42
567,"PAWTUCKET, RI",12.64,10.02,0.04,5.04
568,"PARSIPPANY-TROY HILLS, NJ",12.64,9.08,0.042,4.7
569,"PANAMA CITY, FL",12.64,15.78,0.034,6.64
570,"HOOKSETT, NH",12.64,25.33,0.033,10.45
571,"GREEN BAY, WI",12.64,13.07,0.034,5.53
572,"ALLENTOWN, PA",12.64,13.41,0.026,4.31
573,"BRIDGEPORT, CT",12.64,9.02,0.052,5.88
574,"BOZEMAN, MT",12.6,3.42,0.05,2.12
575,"VISALIA, CA",12.57,8.98,0.05,5.53
576,"CYPRESS, CA",12.57,20.05,0.025,6.19
577,"LEESBURG, VA",12.559999999999999,8.66,0.039,4.095000000000001
578,"CHILLUM, MD",12.545,16.82,0.019,3.92
579,"CAMP SPRINGS, MD",12.525,18.375,0.0225,5.245
580,"MANKATO, MN",12.46,10.66,0.034,4.42
581,"SIOUX FALLS, SD",12.42,7.21,0.04,3.53
582,"PARKER, CO",12.41,20.19,0.029,7.18
583,"EXETER, NH",12.41,19.25,0.022,5.16
584,"CONCORD, NC",12.41,69.23,0.031,26.47
585,"NEEDHAM, MA",12.36,11.58,0.015,2.07
586,"HAWTHORNE, CA",12.29,12.06,0.027,3.9
587,"CLOVIS, CA",12.29,9.38,0.027,3.01
588,"ROCHESTER, NH",12.18,16.02,0.037,7.16
589,"MARLBORO TOWNSHIP, NJ",12.18,12.44,0.029,4.35
590,"INDEPENDENCE, MO",12.18,15.98,0.04,7.73
591,"FREEHOLD, NJ",12.18,21.86,0.027,7.09
592,"LEE'S SUMMIT, MO",12.18,14.91,0.034,6.13
593,"EAST ORANGE, NJ",12.18,8.33,0.056,5.58
594,"GLEN MILLS, PA",12.18,14.83,0.031,5.55
595,"DOYLESTOWN, PA",12.18,11.76,0.032,4.53
596,"DEERFIELD BEACH, FL",12.18,19.3,0.037,8.67
597,"CHAMPAIGN, IL",12.18,5.79,0.031,2.17
598,"COLUMBIA, MO",12.18,15.92,0.038,7.26
599,"BENSALEM, PA",12.18,13.21,0.03,4.79
600,"CUYAHOGA FALLS, OH",12.18,13.52,0.041,6.71
601,"DANBURY, CT",12.18,12.74,0.044,6.78
602,"WESTWOOD, MA",12.07,13.07,0.017,2.62
603,"MARLBOROUGH, MA",12.07,10.25,0.013,1.6
604,"PLYMOUTH, MA",12.07,11.13,0.013,1.65
605,"SAN TAN VALLEY, AZ",12.03,14.34,0.03,5.09
606,"SAN FERNANDO, CA",12.02,20.79,0.029,7.15
607,"VACAVILLE, CA",12.02,18.34,0.031,6.63
608,"WESTMINSTER, CA",12.02,18.51,0.029,6.31
609,"MORGAN HILL, CA",12.02,25.14,0.023,6.65
610,"PORT ORANGE, FL",11.95,15.45,0.031,5.73
611,"READING, PA",11.95,13.05,0.035,5.45
612,"LANSING, MI",11.95,9.3,0.032,3.5
613,"LAWRENCE TOWNSHIP, NJ",11.95,13.89,0.019,3.17
614,"ISSAQUAH, WA",11.95,12.08,0.029,4.13
615,"BAYONNE, NJ",11.95,19.76,0.033,7.73
616,"CARTERSVILLE, GA",11.83,20.63,0.031,7.32
617,"EVERETT, MA",11.77,7.82,0.021,1.92
618,"SPRING VALLEY, CA",11.75,17.14,0.023,4.46
619,"TYLER, TX",11.73,10.58,0.026,3.09
620,"WEST VALLEY CITY, UT",11.72,13.8,0.038,6.07
621,"ROCK HILL, SC",11.72,12.73,0.037,5.39
622,"YORK, PA",11.72,7.11,0.041,3.35
623,"MONTCLAIR, NJ",11.72,9.3,0.033,3.5
624,"ELYRIA, OH",11.72,13.75,0.039,6.26
625,"BOYNTON BEACH, FL",11.72,12.15,0.035,4.89
626,"BLACKSBURG, VA",11.72,17.04,0.035,6.96
627,"MERRIFIELD, VA",11.655000000000001,15.094999999999999,0.029,5.165
628,"TUCKER, GA",11.6,18.9,0.028,6.01
629,"ACWORTH, GA",11.6,16.77,0.033,6.25
630,"MEDFORD, OR",11.54,24.12,0.0305,8.285
631,"PORT CHESTER, NY",11.49,9.93,0.034,3.84
632,"MIAMI GARDENS, FL",11.49,17.4,0.049,9.58
633,"HAMPTON, VA",11.49,8.8,0.039,3.92
634,"CASSELBERRY, FL",11.49,13.25,0.027,4.0
635,"SUDBURY, MA",11.48,15.11,0.021,3.63
636,"CONCORD, MA",11.48,12.84,0.016,2.26
637,"NOVATO, CA",11.47,16.85,0.029,5.45
638,"DOWNEY, CA",11.47,17.87,0.028,5.64
639,"ROCKWALL, TX",11.42,8.43,0.031,2.87
640,"MCALLEN, TX",11.42,8.69,0.027,2.62
641,"GAINESVILLE, GA",11.37,13.11,0.037,5.37
642,"KITTERY, ME",11.35,16.05,0.019,3.34
643,"LYNCHBURG, VA",11.26,14.11,0.041,6.38
644,"FLINT, MI",11.26,7.88,0.045,3.93
645,"KALAMAZOO, MI",11.26,8.87,0.041,4.06
646,"CARMEL, IN",11.26,10.87,0.033,4.01
647,"COLUMBIA, TN",11.26,6.43,0.052,3.71
648,"CHESAPEAKE, VA",11.26,10.16,0.049,5.5
649,"PERRIS, CA",11.2,33.65,0.025,9.11
650,"BEVERLY, MA",11.18,11.52,0.013,1.66
651,"ROME, GA",11.15,12.88,0.037,5.19
652,"PASADENA, TX",11.12,9.49,0.038,3.96
653,"LORTON, VA",11.045000000000002,21.905,0.024,5.645
654,"TRAPPE, PA",11.03,11.82,0.026,3.3
655,"NEW ROCHELLE, NY",11.03,8.73,0.046,4.36
656,"OCALA, FL",11.03,8.37,0.037,3.41
657,"ARLINGTON HEIGHTS, IL",11.03,9.86,0.045,4.87
658,"SAN CARLOS, CA",10.93,15.35,0.031,5.09
659,"NAPA, CA",10.93,14.74,0.024,3.77
660,"LA MESA, CA",10.93,24.72,0.02,5.17
661,"VIENNA, VA",10.89,17.32,0.029500000000000002,5.32
662,"BARNSTABLE, MA",10.89,11.53,0.023,2.84
663,"HYATTSVILLE, MD",10.84,18.54,0.026,5.095
664,"SURPRISE, AZ",10.83,7.76,0.028,2.26
665,"SAN MARCOS, TX",10.81,11.67,0.026,3.16
666,"VILLA PARK, IL",10.8,30.23,0.035,11.26
667,"SPARTANBURG, SC",10.8,7.98,0.056,4.79
668,"WEST BLOOMFIELD TOWNSHIP, MI",10.8,9.25,0.028,2.8
669,"WEST JORDAN, UT",10.8,13.83,0.041,5.99
670,"EASTON, PA",10.8,22.7,0.041,9.93
671,"AURORA, IL",10.8,6.29,0.051,3.41
672,"OWINGS MILLS, MD",10.74,9.0,0.027,2.58
673,"SANTEE, CA",10.65,27.83,0.021,6.01
674,"NEWARK, CA",10.65,13.27,0.028,3.84
675,"SPRINGFIELD, MA",10.6,7.95,0.029,2.38
676,"NORTH ANDOVER, MA",10.6,9.6,0.025,2.51
677,"SHREVEPORT, LA",10.57,4.73,0.051,2.51
678,"WEST DEPTFORD, NJ",10.57,17.48,0.027,4.83
679,"SAINT GEORGE, UT",10.57,16.59,0.034,5.9
680,"WAYNE, NJ",10.57,14.66,0.03,4.62
681,"PATASKALA, OH",10.57,10.89,0.041,4.67
682,"ATLANTIC CITY, NJ",10.57,20.3,0.04,8.38
683,"GEORGETOWN, TX",10.5,17.31,0.024,4.28
684,"HATTIESBURG, MS",10.48,7.02,0.036,2.57
685,"ROSSVILLE, GA",10.46,10.02,0.04,4.09
686,"EL SEGUNDO, CA",10.38,14.73,0.024,3.64
687,"SAMMAMISH, WA",10.34,14.55,0.035,5.13
688,"MOORESVILLE, NC",10.34,21.69,0.038,8.43
689,"JUPITER, FL",10.34,9.33,0.039,3.74
690,"EAST MEADOW, NY",10.34,5.08,0.066,3.42
691,"CLERMONT, FL",10.34,11.07,0.034,3.87
692,"CLARKSBURG, MD",10.245000000000001,11.15,0.0345,3.79
693,"PEACHTREE CITY, GA",10.24,15.31,0.03,4.59
694,"YUMA, AZ",10.23,16.22,0.036,5.78
695,"PRESCOTT, AZ",10.23,18.83,0.026,4.94
696,"MINNETONKA, MN",10.19,13.3,0.038,5.04
697,"MAPLE GROVE, MN",10.19,11.76,0.028,3.25
698,"CLEVELAND, TX",10.19,10.65,0.016,1.73
699,"BROWNSVILLE, TX",10.19,6.7,0.049,3.25
700,"BAYTOWN, TX",10.19,16.82,0.03,4.95
701,"ABILENE, TX",10.19,8.21,0.025,2.02
702,"GLEN BURNIE, MD",10.12,4.69,0.038,1.78
703,"SCRANTON, PA",10.11,9.5,0.032,3.02
704,"SOUTH KINGSTOWN, RI",10.11,8.24,0.034,2.78
705,"VENTURA, CA",10.11,9.75,0.026,2.53
706,"TEANECK, NJ",10.11,14.32,0.037,5.29
707,"NORTHBROOK, IL",10.11,7.89,0.043,3.37
708,"GARDENA, CA",10.11,17.02,0.02,3.44
709,"CANTON, OH",10.11,9.87,0.056,5.46
710,"CAMDEN, NJ",10.11,7.19,0.034,2.43
711,"FORT WASHINGTON, MD",10.02,10.3,0.0385,3.69
712,"WARNER ROBINS, GA",10.01,17.93,0.039,6.85
713,"WAKEFIELD, MA",10.01,13.55,0.02,2.7
714,"AUSTELL, GA",10.01,17.6,0.039,6.72
715,"AVONDALE, AZ",9.93,9.57,0.037,3.44
716,"SAINT CLOUD, MN",9.91,11.1,0.024,2.61
717,"SCHAUMBURG, IL",9.88,12.06,0.038,4.45
718,"SOUTH BEND, IN",9.88,9.69,0.033,3.15
719,"URBANA, IL",9.88,8.51,0.03,2.45
720,"SPRING HILL, FL",9.88,15.19,0.036,5.36
721,"SPRINGFIELD, IL",9.88,6.18,0.038,2.3
722,"SAINT AUGUSTINE, FL",9.88,15.27,0.038,5.7
723,"MORRISTOWN, NJ",9.88,15.59,0.028,4.2
724,"NEW HAVEN, CT",9.88,11.37,0.034,3.82
725,"PORT SAINT LUCIE, FL",9.88,17.45,0.042,7.18
726,"MATTHEWS, NC",9.88,98.23,0.036,34.22
727,"MIDDLETOWN, NJ",9.88,9.96,0.034,3.26
728,"MORGANTOWN, WV",9.88,12.8,0.035,4.35
729,"GREENVILLE, NC",9.88,17.45,0.039,6.62
730,"DELRAY BEACH, FL",9.88,15.44,0.037,5.58
731,"OXNARD, CA",9.83,11.78,0.024,2.74
732,"REDDING, CA",9.83,10.7,0.024,2.49
733,"RANCHO SANTA MARGARITA, CA",9.83,19.31,0.021,3.84
734,"HEMET, CA",9.83,17.79,0.025,4.25
735,"LAS CRUCES, NM",9.82,15.36,0.035,5.17
736,"POWDER SPRINGS, GA",9.78,23.94,0.038,8.75
737,"REVERE, MA",9.71,17.06,0.025,4.09
738,"STONEHAM, MA",9.71,13.96,0.013,1.66
739,"NORWOOD, MA",9.71,20.48,0.02,3.95
740,"IPSWICH, MA",9.71,8.69,0.022,1.79
741,"WESTMINSTER, CO",9.65,14.3,0.032,4.37
742,"YOUNGSTOWN, OH",9.65,15.39,0.041,5.95
743,"STERLING HEIGHTS, MI",9.65,7.77,0.048,3.56
744,"SOUTHFIELD, MI",9.65,10.12,0.036,3.5
745,"OAK LAWN, IL",9.65,7.64,0.048,3.51
746,"MIDLOTHIAN, VA",9.65,11.15,0.057,6.05
747,"LEAVENWORTH, KS",9.65,12.69,0.03,3.65
748,"GREENACRES, FL",9.65,16.91,0.04,6.38
749,"WALDORF, MD",9.6,11.274999999999999,0.0265,2.825
750,"LANHAM, MD",9.6,7.3149999999999995,0.035,2.39
751,"WYLIE, TX",9.57,16.35,0.029,4.49
752,"SANFORD, ME",9.51,19.72,0.02,3.7
753,"GRESHAM, OR",9.49,10.67,0.027,2.685
754,"WILMINGTON, MA",9.42,9.4,0.019,1.64
755,"SYOSSET, NY",9.42,5.44,0.044,2.23
756,"WILDWOOD, MO",9.42,7.74,0.038,2.72
757,"LIVONIA, MI",9.42,17.16,0.042,6.77
758,"MANCHESTER, CT",9.42,5.81,0.046,2.5
759,"NOTRE DAME, IN",9.42,10.92,0.031,3.14
760,"KENOSHA, WI",9.42,7.78,0.04,2.88
761,"GRAND JUNCTION, CO",9.42,15.37,0.03,4.36
762,"HOOPER, UT",9.42,22.16,0.045,9.34
763,"EAST LANSING, MI",9.42,11.09,0.039,4.01
764,"BELLEVILLE, IL",9.42,12.94,0.033,3.96
765,"AMESBURY, MA",9.42,17.7,0.027,4.35
766,"DOWNERS GROVE, IL",9.42,9.28,0.038,3.28
767,"BELLEVUE, NE",9.37,9.18,0.025,2.12
768,"BURNSVILLE, MN",9.34,14.19,0.035,4.52
769,"MARICOPA, AZ",9.32,11.55,0.04,4.18
770,"PLACENTIA, CA",9.29,9.51,0.033,2.87
771,"MONTEREY, CA",9.29,12.96,0.024,2.79
772,"INGLEWOOD, CA",9.29,12.65,0.032,3.68
773,"ALHAMBRA, CA",9.29,21.19,0.029,5.6
774,"COLTON, CA",9.29,56.84,0.053,27.1
775,"NEW CANEY, TX",9.26,7.31,0.024,1.57
776,"MANSFIELD, TX",9.26,9.69,0.033,2.9
777,"KYLE, TX",9.26,11.94,0.027,2.93
778,"DOVER, DE",9.24,9.46,0.033,2.81
779,"LAKE SHORE, MD",9.2,21.31,0.022,4.12
780,"COCKEYSVILLE, MD",9.2,7.71,0.029,2.0
781,"TRENTON, FL",9.19,1.44,0.104,1.36
782,"SUMMERVILLE, SC",9.19,8.05,0.053,3.86
783,"TUCKAHOE, VA",9.19,11.35,0.029,3.03
784,"WEST DES MOINES, IA",9.19,7.09,0.043,2.78
785,"POTTSTOWN, PA",9.19,12.27,0.041,4.6
786,"MANSFIELD, OH",9.19,8.37,0.046,3.47
787,"LANSDALE, PA",9.19,14.24,0.03,3.91
788,"DELAND, FL",9.19,16.93,0.03,4.65
789,"CRANSTON, RI",9.19,11.2,0.043,4.37
790,"NORTH ATTLEBOROUGH, MA",9.12,11.84,0.028,2.99
791,"DEDHAM, MA",9.12,16.35,0.016,2.32
792,"LILBURN, GA",9.1,15.02,0.031,4.11
793,"CONWAY, AR",9.06,12.03,0.031,3.35
794,"STAFFORD, VA",9.03,11.075,0.031,2.995
795,"YORBA LINDA, CA",9.01,11.98,0.028,2.96
796,"VICTORVILLE, CA",9.01,15.6,0.03,4.05
797,"NORWALK, CA",9.01,25.17,0.029,6.46
798,"COMPTON, CA",9.01,12.12,0.047,4.97
799,"SKOKIE, IL",8.96,17.87,0.031,4.84
800,"WEST ORANGE, NJ",8.96,13.5,0.037,4.4
801,"JACKSON, TN",8.96,6.03,0.047,2.53
802,"GLENVIEW, IL",8.96,16.46,0.036,5.17
803,"FLORENCE, AL",8.96,10.72,0.041,3.88
804,"JOHNSON CITY, TN",8.96,8.01,0.035,2.5
805,"AUBURN, AL",8.96,7.91,0.041,2.87
806,"BOWLING GREEN, KY",8.96,24.37,0.032,6.96
807,"BURLINGTON, NC",8.96,24.56,0.03,6.41
808,"DELTONA, FL",8.96,15.13,0.042,5.62
809,"BRANCHBURG, NJ",8.96,16.82,0.022,3.28
810,"COATESVILLE, PA",8.96,14.3,0.032,4.03
811,"APOPKA, FL",8.96,25.78,0.032,7.29
812,"HOPKINTON, MA",8.83,17.76,0.017,2.63
813,"ASPEN HILL, MD",8.825,23.87,0.0275,5.605
814,"UPLAND, CA",8.74,14.69,0.035,4.37
815,"ROCKLIN, CA",8.74,14.48,0.027,3.32
816,"MOORPARK, CA",8.74,19.45,0.033,5.51
817,"MANTECA, CA",8.74,13.4,0.03,3.42
818,"TINTON FALLS, NJ",8.73,10.95,0.052,4.92
819,"MADISON, AL",8.73,5.96,0.04,2.06
820,"HOLLY SPRINGS, NC",8.73,26.46,0.022,4.9
821,"GREELEY, CO",8.73,11.32,0.041,3.99
822,"HACKENSACK, NJ",8.73,8.55,0.046,3.38
823,"FISHERS, IN",8.73,10.82,0.036,3.37
824,"BLOOMFIELD, NJ",8.73,23.39,0.031,6.21
825,"CLEVELAND, TN",8.73,10.25,0.04,3.55
826,"CORAL GABLES, FL",8.73,27.69,0.032,7.56
827,"TEXARKANA, TX",8.65,15.85,0.026,3.42
828,"ELKRIDGE, MD",8.59,8.68,0.03,2.21
829,"TEWKSBURY, MA",8.53,15.07,0.015,1.85
830,"MILTON, MA",8.53,11.6,0.015,1.42
831,"BELTSVILLE, MD",8.524999999999999,15.145,0.021,2.6449999999999996
832,"HAGERSTOWN, MD",8.52,10.025,0.0385,3.205
833,"TWINSBURG, OH",8.5,56.99,0.035,16.73
834,"UNION CITY, NJ",8.5,8.06,0.054,3.63
835,"MERIDIAN, ID",8.5,6.7,0.031,1.76
836,"NORTH PORT, FL",8.5,72.77,0.027,16.49
837,"LIVINGSTON, NJ",8.5,8.13,0.035,2.35
838,"PALM HARBOR, FL",8.5,16.33,0.035,4.77
839,"JACKSON, MI",8.5,8.48,0.036,2.59
840,"LANGHORNE, PA",8.5,13.43,0.026,2.98
841,"ENGLEWOOD, NJ",8.5,7.74,0.032,2.06
842,"JACKSON, NJ",8.5,9.97,0.033,2.8
843,"HAMPTON, NH",8.5,14.33,0.029,3.5
844,"DES PLAINES, IL",8.5,11.74,0.031,3.04
845,"SIMI VALLEY, CA",8.47,12.6,0.032,3.35
846,"CULVER CITY, CA",8.47,23.55,0.025,4.93
847,"VALDOSTA, GA",8.42,17.0,0.039,5.42
848,"CALHOUN, GA",8.42,15.05,0.046,5.68
849,"EDINBURG, TX",8.34,6.49,0.037,1.94
850,"DESOTO, TX",8.34,17.26,0.025,3.48
851,"HANOVER, MD",8.28,5.05,0.025,1.01
852,"VOORHEES TOWNSHIP, NJ",8.27,11.95,0.027,2.65
853,"TARRYTOWN, NY",8.27,11.88,0.034,3.27
854,"SCHENECTADY, NY",8.27,11.02,0.035,3.17
855,"SOUTH PLAINFIELD, NJ",8.27,14.31,0.031,3.61
856,"LONG GROVE, IL",8.27,12.56,0.037,3.83
857,"LOUISVILLE, CO",8.27,16.97,0.031,4.23
858,"MANHATTAN, KS",8.27,15.36,0.033,4.12
859,"MAHWAH, NJ",8.27,10.74,0.035,3.11
860,"PERTH AMBOY, NJ",8.27,16.99,0.036,4.95
861,"NEWTOWN, PA",8.27,14.34,0.02,2.3
862,"NAMPA, ID",8.27,7.39,0.041,2.5
863,"HALLANDALE BEACH, FL",8.27,10.91,0.034,3.03
864,"GARY, IN",8.27,13.91,0.049,5.54
865,"HILLSBOROUGH TOWNSHIP, NJ",8.27,12.36,0.03,3.03
866,"HARRISONBURG, VA",8.27,14.29,0.044,5.16
867,"IDAHO FALLS, ID",8.27,12.46,0.042,4.23
868,"EAST RUTHERFORD, NJ",8.27,12.59,0.041,4.19
869,"BOOTHWYN, PA",8.27,12.28,0.034,3.38
870,"WEYMOUTH, MA",8.24,10.04,0.027,2.17
871,"GLOUCESTER, MA",8.24,11.8,0.019,1.83
872,"HAYMARKET, VA",8.215,12.82,0.029,2.9850000000000003
873,"UPPER MARLBORO, MD",8.21,7.605,0.0325,1.9649999999999999
874,"CLINTON, MD",8.21,16.275,0.041,5.34
875,"SANGER, CA",8.19,6.58,0.049,2.59
876,"CLAREMONT, CA",8.19,24.79,0.019,3.77
877,"ZEPHYRHILLS, FL",8.04,6.66,0.051,2.71
878,"SPRINGVILLE, UT",8.04,12.2,0.039,3.78
879,"WESTLAND, MI",8.04,8.44,0.036,2.38
880,"MUNCIE, IN",8.04,12.54,0.026,2.54
881,"PALM BAY, FL",8.04,7.96,0.033,2.06
882,"MARION, OH",8.04,6.48,0.072,3.72
883,"KENNETT SQUARE, PA",8.04,14.73,0.027,3.17
884,"HUNTERSVILLE, NC",8.04,57.91,0.037,17.15
885,"EDMONDS, WA",8.04,15.11,0.032,3.84
886,"DICKINSON, , ND",8.04,7.35,0.027,1.6
887,"CHARTER TOWNSHIP OF CLINTON, MI",8.04,15.63,0.034,4.25
888,"WELLS, ME",7.98,14.7,0.021,2.42
889,"ODENTON, MD",7.98,15.58,0.027,3.22
890,"SHARON, MA",7.95,15.36,0.009,1.12
891,"SHAKOPEE, MN",7.93,12.91,0.034,3.44
892,"TOLLESON, AZ",7.82,10.5,0.043,3.44
893,"WEST HARTFORD, CT",7.81,11.51,0.035,3.08
894,"VALPARAISO, IN",7.81,14.82,0.031,3.51
895,"O'FALLON, MO",7.81,6.31,0.048,2.32
896,"MOUNT PLEASANT, SC",7.81,7.21,0.035,1.97
897,"PLAINSBORO TOWNSHIP, NJ",7.81,15.32,0.027,3.21
898,"PHOENIXVILLE, PA",7.81,8.82,0.037,2.5
899,"MAPLE GLEN, PA",7.81,22.66,0.034,5.99
900,"FUQUAY VARINA, NC",7.81,29.65,0.036,8.25
901,"FLEMINGTON, NJ",7.81,12.33,0.022,2.12
902,"BOUNTIFUL, UT",7.81,13.78,0.034,3.62
903,"BREMERTON, WA",7.81,14.88,0.041,4.66
904,"BETTENDORF, IA",7.81,6.84,0.047,2.46
905,"BEAR, DE",7.8,9.46,0.026,1.88
906,"ROGERS, AR",7.73,6.8,0.048,2.49
907,"MABLETON, GA",7.73,14.65,0.043,4.73
908,"DALTON, GA",7.73,10.28,0.035,2.68
909,"ROSENBERG, TX",7.72,17.24,0.032,4.13
910,"LAREDO, TX",7.72,7.56,0.034,1.92
911,"SALINAS, CA",7.65,11.64,0.048,4.17
912,"YUBA CITY, CA",7.65,9.59,0.02,1.45
913,"MARTINEZ, CA",7.65,17.23,0.032,4.09
